SectionID,CourseName
179025,Australian Legal Principles and Institutions Standard semester 1 2016 [179025] - Australian Legal Principles and Institutions[LAWS1120]
179027,Legal Framework of Business Standard semester 1 2016 [179027] - Legal Framework of Business[LAWS2201]
179029,Finance Law Standard semester 1 2016 [179029] - Finance Law[LAWS3306]
179034,Structures and Natural Systems Standard semester 2 2016 [179034] - Structures and Natural Systems[ARCT1030]
179039,Architecture Studio 3 Standard semester 2 2016 [179039] - Architecture Studio 3[ARCT3000]
179040,Grammatical Theory: the Structure of Sentences Standard semester 1 2016 [179040] - Grammatical Theory: The Structure of Sentences[LING2001]
179041,Archaeology Today: Principles and Themes Standard semester 2 2016 [179041] - Archaeology Today: Principles and Themes[ARCY1002]
179042,2016 Research Projects in Agricultural Science, Botany, Conservation Biology, Marine Science and Albany Centre_Research Proposal - FNAS Research Thesis Part 1[SCIE4501]
179044,Glory and Grandeur Standard semester 2 2016 [179044] - Glory and Grandeur[CLAN1002]
179046,Latin 1 Standard semester 2 2016 [179046] - Latin 1[CLAN1101]
179048,The Foundation of the Roman Empire Standard semester 2 2016 [179048] - The Foundation of the Roman Empire[CLAN2002]
179055,Marine Systems Standard semester 1 2016 [179055] - Marine Systems[SCIE2204]
179058,Cultures, New Media, and Communications Standard semester 2 2016 [179058] - Cultures, New Media, and Communications[COMM1002]
179059,Phonetics and Phonology: the Sounds of the World's Languages Standard semester 1 2016 [179059] - Phonetics and Phonology: The Sound of the World's Languages[LING2002]
179060,Communication and Mass Media Standard semester 2 2016 [179060] - Communication and Mass Media[COMM2001]
179061,International Commercial Law Standard semester 1 2016 [179061] - International Commercial Law[LAWS3328]
179062,God, Mind and Knowledge Standard semester 2 2016 [179062] - God, Mind and Knowledge[PHIL1003]
179063,Legislation in Practice Standard semester 1 2016 [179063] - Legislation in Practice[LAWS3320]
179064,Civil Engineering Design Project 2 Standard semester 1 2016 [179064] - Civil Engineering Design Project 2[CIVL5552]
179065,Aesthetics Standard semester 2 2016 [179065] - Aesthetics[PHIL3002]
179067,Physiology of Cells Standard semester 2 2016 [179067] - Physiology of Cells[PHYL2002]
179069,Physiology of Nutrition and Metabolism Standard semester 2 2016 [179069] - Physiology of Nutrition and Metabolism[PHYL3003]
179071,Physiology of Integrated Organ Function Standard semester 2 2016 [179071] - Physiology of Integrated Organ Function[PHYL3004]
179073,Modern Physics Standard semester 2 2016 [179073] - Modern Physics[PHYS1002]
179075,Physics Bridging Unit Standard semester 2 2016 [179075] - Physics Bridging Unit [PHYS1030]
179076,Mechanical Engineering Design Project 1 Standard semester 1 2016 [179076] - Mechanical Engineering Design Project 1[MECH5551]
179078,Pathology and Laboratory Medicine I Standard semester 1 2016 [179078] - Pathology and Laboratory Medicine I[PATH3307]
179080,Legal Process Standard semester 1 2016 [179080] - Legal Process[LAWS4101]
179081,Mathematical Methods 3 Standard semester 2 2016 [179081] - Mathematical Methods 3[MATH2501]
179082,Criminal Law Standard semester 1 2016 [179082] - Criminal Law[LAWS4102]
179083,Scientific and Industrial Modelling Standard semester 2 2016 [179083] - Scientific and Industrial Modelling[MATH3022]
179084,Property Standard semester 1 2016 [179084] - Property[LAWS4104]
179085,Analysis and Geometry Standard semester 2 2016 [179085] - Analysis and Geometry[MATH3032]
179089,Measurement and Noise Standard semester 2 2016 [179089] - Measurement and Noise[MECH4424]
179091,Analysis and Design of Machine Components Standard semester 2 2016 [179091] - Analysis and Design of Machine Components[MECH5502]
179093,Design and Failure Analysis of Materials Standard semester 2 2016 [179093] - Design and Failure Analysis of Materials[MECH5504]
179101,Land Rehabilitation Standard semester 2 2016 [179101] - Land Rehabilitation[EART3339]
179102,Western Art Music 3 (Modernist and Postmodernist) Standard semester 1 2016 [179102] - Western Art Music 3 (20th Century)[MUSC3331]
179103,Geological Mapping Standard semester 2 2016 [179103] - Geological Mapping[EART3353]
179105,International Trade Standard semester 2 2016 [179105] - International Trade[ECON3235]
179106,Podiatric Medicine I Standard semester 1 2016 [179106] - Podiatric Medicine I[PODI4101]
179107,Intermediate Mathematics for Economists Standard semester 2 2016 [179107] - Intermediate Mathematics for Economists[ECON3272]
179108,Introduction to Clinical Practice I Standard semester 1 2016 [179108] - Introduction to Clinical Practice I[PODI4102]
179109,Applied Macroeconomics Standard semester 2 2016 [179109] - Applied Macroeconomics[ECON3303]
179110,Lower Extremity Functional Anatomy and Physiology Standard semester 1 2016 [179110] - Lower Extremity Functional Anatomy and Physiology[PODI4104]
179111,Economic Policy Standard semester 2 2016 [179111] - Economic Policy[ECON3395]
179113,Archaeological Field Methods Standard semester 2 2016 [179113] - Archaeological Field Methods[ARCY3002]
179114,Archaeological Laboratory Methods Standard semester 2 2016 [179114] - Archaeological Laboratory Methods[ARCY3003]
179115,Podiatric Medicine III Standard semester 1 2016 [179115] - Podiatric Medicine III[PODI4201]
179116,Creating Asian Modernities Standard semester 2 2016 [179116] - Creating Asian Modernities[ASIA1002]
179119,General Medicine and Pathology Semester 1 2016 [179119] - General Medicine and Pathology[PODI4203]
179120,Health and Globalisation Standard semester 2 2016 [179120] - Health and Globalisation[PUBH1102]
179123,Foundations of Epidemiology and Biostatistics Standard semester 2 2016 [179123] - Foundations of Epidemiology and Biostatistics [PUBH2203]
179141,Data Analysis and Decision Making Standard semester 2 2016 [179141] - Data Analysis and Decision Making[MGMT5504]
179143,Organisational Behaviour and Leadership Standard semester 2 2016 [179143] - Organisational Behaviour and Leadership[MGMT5508]
179144,Biochemistry in Health and Disease Standard semester 1 2016 [179144] - Biochemistry in Health and Disease[BIOC3004]
179145,Issues in Japanese Society and Culture Standard semester 2 2016 [179145] - Issues in Japanese Society and Culture [ASIA3002]
179149,Biological Chemistry Standard semester 2 2016 [179149] - Biological Chemistry[CHEM1004]
179151,Physical and Analytical Chemistry Standard semester 2 2016 [179151] - Physical and Analytical Chemistry[CHEM2002]
179153,Chemical Synthesis Standard semester 2 2016 [179153] - Chemical Synthesis[CHEM2003]
179155,Chemical Explorations Standard semester 2 2016 [179155] - Chemical Explorations[CHEM3002]
179157,Synthetic Applications Standard semester 2 2016 [179157] - Synthetic Applications[CHEM3004]
179159,Agricultural Systems Standard semester 2 2016 [179159] - Agricultural Systems[SCIE3314]
179163,Art of Drawing Standard semester 2 2016 [179163] - Art of Drawing[VISA1054]
179169,Microeconomics: Prices and Markets Standard semester 2 2016 [179169] - Microeconomics: Prices and Markets[ECON1101]
179171,Macroeconomics: Money and Finance Standard semester 2 2016 [179171] - Macroeconomics: Money and Finance[ECON1102]
179177,Environmental Economics 1 Standard semester 2 2016 [179177] - Environmental Economics 1[ECON1120]
179179,Macroeconomics: Policy and Applications Standard semester 2 2016 [179179] - Macroeconomics: Policy and Applications[ECON2234]
179181,Business Economics Standard semester 2 2016 [179181] - Business Economics[ECON2245]
179183,Business Econometrics Standard semester 2 2016 [179183] - Business Econometrics[ECON2271]
179185,Money, Banking and Financial Markets Standard semester 2 2016 [179185] - Money, Banking and Financial Markets[ECON3350]
179187,Econometrics Standard semester 2 2016 [179187] - Econometrics[ECON3371]
179189,Environmental Hydrology Standard semester 2 2016 [179189] - Environmental Hydrology[ENVT2251]
179191,Financial Planning Standard semester 2 2016 [179191] - Financial Planning[FINA2209]
179193,Corporate Financial Policy Standard semester 2 2016 [179193] - Corporate Financial Policy[FINA2222]
179197,Epidemiology and Infection Standard semester 2 2016 [179197] - Epidemiology and Infection[MICR5814]
179199,Molecular and Cellular Microbiology Part 1 Standard semester 2 2016 [179199] - Molecular and Cellular Microbiology Part 1[MICR5831]
179201,Diagnostic Medical Microbiology Standard semester 2 2016 [179201] - Diagnostic Medical Microbiology[MICR5832]
179203,Chemistry Beyond the Laboratory Standard semester 2 2016 [179203] - Chemistry Beyond the Laboratory[CHEM3006]
179205,Chinese 2 Standard semester 2 2016 [179205] - Chinese 2 [CHIN1402]
179207,Chinese 4 Standard semester 2 2016 [179207] - Chinese 4[CHIN1404]
179209,Chinese 6 Standard semester 2 2016 [179209] - Chinese 6[CHIN1406]
179218,Biochemistry and Molecular Biology of the Cell Standard semester 1 2016 [179218] - Biochemistry and Molecular Biology of the Cell[BIOC2001]
179220,Structural and Functional Biochemistry Standard semester 1 2016 [179220] - Structural and Functional Biochemistry[BIOC3002]
179222,Chinese 10 Standard semester 2 2016 [179222] - Chinese 10 [CHIN3410]
179227,Normal Systems I Standard semester 1 2016 [179227] - Normal Systems I[ANHB4103]
179228,Food and Nutrition in Population Health Standard semester 2 2016 [179228] - Food and Nutrition in Population Health[PUBH2208]
179229,Derivative Strategies and Pricing Standard semester 2 2016 [179229] - Derivative Strategies and Pricing[FINA3306]
179230,Techniques of Visualisation Standard semester 1 2016 [179230] - Techniques of Visualisation [IDES1040]
179231,Trading in Securities Markets Standard semester 2 2016 [179231] - Trading in Securities Markets[FINA3307]
179233,Applied Financial Management Standard semester 2 2016 [179233] - Applied Financial Management[FINA3326]
179235,Environmental Design Standard semester 2 2016 [179235] - Environmental Design[ARCT2050]
179237,Project Implementation and Documentation Standard semester 2 2016 [179237] - Project Implementation and Documentation[ARCT4440]
179265,Advanced Design Thinking Standard semester 2 2016 [179265] - Advanced Design Thinking[IDES3010]
179276,Landscape Professional Documents Standard semester 2 2016 [179276] - Landscape Professional Documents[LACH5414]
179291,Changing the World: Social Innovation, Finance and Enterprise Standard semester 2 2016 [179291] - Changing the World: Social Innovation, Finance and Enterprise[BUSN1102]
179298,Economics for Business: Applications and Policy Standard semester 2 2016 [179298] - Economics for Business: Applications and Policy[ECON5541]
179301,Developing a Professional HR Career Standard semester 2 2016 [179301] - Developing a Professional HR Career[HRMT5530]
179304,Marketing Management Standard semester 2 2016 [179304] - Marketing Management[MKTG5561]
179308,Mysteries of Forensic Science Standard semester 2 2016 [179308] - Mysteries of Forensic Science[FNSC2200]
179318,Marketing, Management and the Law Standard semester 2 2016 [179318] - Marketing Law [LAWS3308]
179321,Organisational Behaviour Standard semester 2 2016 [179321] - Organisational Behaviour[MGMT1135]
179325,Management and Organisations Standard semester 2 2016 [179325] - Management and Organisations[MGMT1136]
179332,Strategic Management Standard semester 2 2016 [179332] - Strategic Management[MGMT3347]
179335,Advertising and Promotion Standard semester 2 2016 [179335] - Advertising and Promotion[MKTG2238]
179337,Strategic Marketing Standard semester 2 2016 [179337] - Strategic Marketing[MKTG3306]
179339,Services Marketing Standard semester 2 2016 [179339] - Services Marketing[MKTG3311]
179342,English Curriculum I Standard semester 1 2016 [179342] - English Curriculum I [EDUC5460]
179345,Classical Traditions and Transformations in Medieval and Early Modern Europe Standard semester 2 2016 [179345] - Classical Traditions and Transformations in Medieval and Early Modern Europe[MEMS2001]
179347,Our Solar System Standard semester 2 2016 [179347] - Our Solar System[SCIE1122]
179355,Special Education Curriculum I Standard semester 1 2016 [179355] - Special Education Curriculum I[EDUC5468]
179357,Development, Teaching and Learning: Theory and Practice Standard semester 1 2016 [179357] - Development, Teaching and Learning: Theory and Practice[EDUC5485]
179360,Understanding and Managing Disruptive Behaviour Disorders Standard semester 1 2016 [179360] - Understanding and Managing Disruptive Behaviour Disorders[EDUC5492]
179361,Research Methods Standard semester 2 2016 [179361] - Research Methods[PODI4208]
179364,Korean 6 Standard semester 2 2016 [179364] - Korean 6[KORE3406]
179366,Introduction to Human Disease Standard semester 2 2016 [179366] - Introduction to Human Disease[PATH2220]
179371,Contaminant Fate and Transport Standard semester 2 2016 [179371] - Contaminant Fate and Transport[ENVE4401]
179391,Introduction to Law Standard semester 2 2016 [179391] - Introduction to Law[LAWS1104]
179397,Company Law Standard semester 2 2016 [179397] - Company Law[LAWS2301]
179401,Civil Engineering Design Project 1 Standard semester 2 2016 [179401] - Civil Engineering Design Project 1[CIVL5551]
179405,Solid Mechanics Standard semester 1 2016 [179405] - Solid Mechanics[ENSC3004]
179406,Electrical and Electronic Engineering Design Project 2 Standard semester 2 2016 [179406] - Electrical and Electronic Engineering Design Project 2[ELEC5552]
179420,Mechanical Engineering Design Project 2 Standard semester 2 2016 [179420] - Mechanical Engineering Design Project 2[MECH5552]
179422,Mining Engineering Design Project 1 Standard semester 2 2016 [179422] - Mining Engineering Design Project 1[MINE5551]
179425,Pathology and Laboratory Medicine II Standard semester 2 2016 [179425] - Pathology and Laboratory Medicine II[PATH3308]
179429,Torts Standard semester 2 2016 [179429] - Torts[LAWS4106]
179433,Foundations of Public Law Standard semester 2 2016 [179433] - Foundations of Public Law[LAWS4108]
179439,Ecology Standard semester 1 2016 [179439] - Ecology[ENVT2250]
179442,Environmental Assessment Standard semester 1 2016 [179442] - Environmental Assessment[ENVT3361]
179453,Physics 1 Standard semester 2 2016 [179453] - Physics 1 [PHYS0030]
179457,Power System Analysis Standard semester 2 2016 [179457] - Power System Analysis[ELEC5505]
179460,Work and the Law Standard semester 2 2016 [179460] - Work and the Law[LAWS2309]
179462,Frontiers in Modern Physics Standard semester 2 2016 [179462] - Frontiers in Modern Physics[PHYS3012]
179465,Plants in Action Standard semester 2 2016 [179465] - Plant Physiology: Plants in Action[PLNT2201]
179469,Podiatric Medicine II Standard semester 2 2016 [179469] - Podiatric Medicine II[PODI4105]
179471,Normal Systems II Standard semester 2 2016 [179471] - Normal Systems II[PODI4107]
179476,Podiatric Medicine IV Standard semester 2 2016 [179476] - Podiatric Medicine IV[PODI4206]
179482,Managing Jobs, Performance and Wellbeing Standard semester 2 2016 [179482] - Managing Jobs, Performance and Well-being[HRMT3345]
179486,Evolution and Development Standard semester 2 2016 [179486] - Evolution and Development[GENE3350]
179488,Bioenergetics in Exercise, Nutrition and Energy Balance Standard semester 2 2016 [179488] - Bioenergetics in Exercise, Nutrition and Energy Balance[SSEH3366]
179492,Medicinal Product Formulation Standard semester 2 2016 [179492] - Medicinal Product Formulation[PHCY5611]
179501,Behavioural Ecology Standard semester 2 2016 [179501] - Behavioural Ecology[ANIM3365]
179510,Introduction to Translation Studies Standard semester 1 2016 [179510] - Introduction to Translation Studies 1[TRNS5001]
179511,Communication in Practice Standard semester 2 2016 [179511] - Communication in Practice[COMM1901]
179514,Specialised Translation Standard semester 1 2016 [179514] - Specialised Translation 1: Chinese[TRNS5108]
179540,Economics and Business Statistics Standard semester 1 2016 [179540] - Economics and Business Statistics[STAT1520]
179543,Clinical Laboratory Skills 1 Standard semester 1 2016 [179543] - Clinical Laboratory Skills 1[PATH5511]
179548,Data Warehousing and Data Mining Standard semester 1 2016 [179548] - Data Exploration and Mining[CITS3401]
179550,Agile Web Development Standard semester 1 2016 [179550] - Web and Internet Technologies[CITS3403]
179552,Global Challenges in Engineering Standard semester 1 2016 [179552] - Engineering Challenges in a Global World[ENSC1001]
179554,Electrical and Electronic Engineering Design Project 1 Standard semester 1 2016 [179554] - Electrical and Electronic Engineering Design Project 1[ELEC5551]
179558,Mechanical Engineering Design Project 2 Standard semester 1 2016 [179558] - Mechanical Engineering Design Project 2[MECH5552]
179559,Introduction to Design of Offshore Systems Standard semester 2 2016 [179559] - Introduction to Design of Offshore Systems[CIVL5505]
179560,Mining Engineering Design Project 1 Standard semester 1 2016 [179560] - Mining Engineering Design Project 1[MINE5551]
179562,Object-oriented Programming and Software Engineering Standard semester 1 2016 [179562] - Object-oriented Programming and Software Engineering[CITS1001]
179564,Problem Solving and Programming Standard semester 1 2016 [179564] - Problem Solving and Programming[CITS1401]
179566,Data Structures and Algorithms Standard semester 1 2016 [179566] - Data Structures and Algorithms[CITS2200]
179568,Computer Analysis and Visualisation Standard semester 1 2016 [179568] - Computer Analysis and Visualisation[CITS2401]
179575,Cellular Biochemistry Standard semester 2 2016 [179575] - Cellular Biochemistry[BIOC3005]
179578,Cancer Pathology Standard semester 2 2016 [179578] - Cancer Pathology[PATH3309]
179579,Future Making Standard semester 2 2016 [179579] - Future Making[IDES2040]
179646,Learning Difficulties Standard semester 2 2016 [179646] - Learning Difficulties[EDUC5454]
179680,Mass and Energy Balances Standard semester 2 2016 [179680] - Mass and Energy Balances[ENSC3005]
179681,Hydraulics Standard semester 2 2016 [179681] - Hydraulics[ENSC3010]
179708,Global Climate Change and Biodiversity Standard semester 2 2016 [179708] - Global Climate Change and Biodiversity[ENVT2221]
179710,Environmental Modelling Standard semester 2 2016 [179710] - Environmental Modelling[ENVT3362]
179721,Advanced Communications Standard semester 2 2016 [179721] - Advanced Communications[ELEC5501]
179722,Analogue Electronics Standard semester 2 2016 [179722] - Analogue Electronics[ELEC5502]
179723,Strategic Workplace Relations Standard semester 2 2016 [179723] - Strategic Workplace Relations[EMPL5501]
179726,Managing Your Personal Finance Standard semester 2 2016 [179726] - Managing Your Personal Finance[FINA1109]
179728,Introduction to Finance Standard semester 2 2016 [179728] - Introduction to Finance[FINA5432]
179729,Investments Standard semester 2 2016 [179729] - Investments[FINA5632]
179736,Issues in Contemporary Global Journalism Standard semester 1 2016 [179736] - Issues in Contemporary Global Journalism[COMM5605]
179742,Introduction to Research in Health Professions Education Standard semester 1 2016 [183429] - Introduction to Research in Health Professional Education
179743,Reading Creatively/ Writing Creatively Standard semester 2 2016 [179743] - Reading Creatively/ Writing Creatively[ENGL1501]
179757,Applied Physics B Standard semester 2 2016 [179757] - Conceptual Physics B[PHYS1022]
179759,The Physics of Particles Standard semester 2 2016 [179759] - The Physics of Particles[PHYS2002]
179769,Molecular Medicine Standard semester 1 2016 [179769] - Molecular Medicine[PATH2211]
179782,Introductory Financial Accounting Standard semester 2 2016 [179782] - Introductory Financial Accounting[ACCT5432]
179784,Intermediate Corporate Financial Accounting Standard semester 2 2016 [179784] - Intermediate Corporate Financial Accounting[ACCT5511]
179786,Principles of Auditing Standard semester 2 2016 [179786] - Principles of Auditing[ACCT5522]
179788,Financial Accounting: Theory and Practice Standard semester 2 2016 [179788] - Financial Accounting: Theory and Practice[ACCT5531]
179791,Banking: Theory and Practice Standard semester 1 2016 [179791] - Banking: Theory and Practice[FINA3304]
179797,Clinical Teaching and Supervision CRAWLEY SEM-1 2016 [179797] - Clinical Teaching and Supervision
179810,Clinical Immunology Standard semester 1 2016 [179810] - Clinical Immunology[PATH5141]
179815,Haematology Standard semester 1 2016 [179815] - Haematology[PATH5161]
179820,Podiatric Medicine V Standard semester 1 2016 [179820] - Podiatric Medicine V[PODI5301]
179828,Anasthesia and General Surgery Standard semester 1 2016 [179828] - Anasthesia and General Surgery[PODI5303]
179843,Politics in the USA Standard semester 1 2016 [179843] - Politics in the USA[POLS2216]
179848,Environmental Economics 1 Standard semester 1 2016 [179848] - Environmental Economics 1[ECON1120]
179850,Archaeological Method and Theory Standard semester 1 2016 [179850] - Archaeological Method and Theory[ARCY3008]
179863,Aboriginal Health Context and Application Standard semester 2 2016 [179863] - Aboriginal Health Context and Application[AHEA2202]
179864,Advanced Human Biological Sciences I Standard semester 2 2016 [179864] - Advanced Human Biological Sciences I[AHEA2203]
179866,Advanced Human Biological Sciences II Standard semester 2 2016 [179866] - Advanced Human Biological Sciences II[AHEA2204]
179868,Human Sciences Research Project Standard semester 2 2016 [179868] - Human Sciences Research Project[AHEA2205]
179891,Advanced Development Economics Standard semester 1 2016 [179891] - Advanced Development Economics[ECON4408]
179895,Ethics and Sustainability Management Standard semester 1 2016 [179895] - Ethical Dimensions of Organisations, Management and Leadership[MGMT5506]
179902,B.Med.Sc.(Public Health) Sp.Un.Pt 1 Standard semester 1 2016 [179902] - B.Med.Sc.(Public Health) Sp.Un.Pt 1[PUBH7747]
179905,Chemical Engineering Design Project 1 Standard semester 1 2016 [179905] - Chemical Engineering Design Project 1[CHPR5551]
179915,Parallel Modernities in Art and Architecture Standard semester 1 2016 [179915] - History: Modern Art and Architecture[ARCT2010]
179916,Professional Issues in Industrial and Organisational Psychology Standard semester 2 2016 [179916] - Professional Issues in Industrial and Organisational Psychology[PSYC5516]
179917,Architectural Technology, Structures and Services Standard semester 1 2016 [179917] - Architectural Technology 4 [ARCT4430]
179921,Integrated Design Studio 2 - Making Standard semester 1 2016 [179921] - Integrated Design Studio 1 - Small[IDES2000]
179925,Integrated Design Studio 3 - Complex Standard semester 1 2016 [179925] - Integrated Design Studio 3 - Large[IDES3000]
179941,Boodjar Moort Katitjin: Introduction to Indigenous Heritage and Knowledge Standard semester 1 2016 [179941] - Boodjar Moort Katitjin: Introduction to Indigenous Heritage and Knowledge[INDG1160]
179953,Assessment and Intervention - Emotional Disorders Standard semester 2 2016 [179953] - Assessment and Intervention - Emotional Disorders[PSYC5675]
179986,Conservation Biology Standard semester 2 2016 [179986] - Conservation Biology[BIOL2261]
179999,Occupational Hygiene and Chemical Safety Standard semester 2 2016 [179999] - Occupational Hygiene and Chemical Safety[CHEM4309]
180002,Foundations of Public Health Standard semester 2 2016 [180002] - Foundations of Public Health[PUBH5749]
180005,Health Systems and Economics Standard semester 2 2016 [180005] - Health Systems and Economics[PUBH5752]
180006,Public Health Practicum Standard semester 2 2016 [180006] - Public Health Practicum[PUBH5758]
180009,Social Science 2 Standard semester 2 2016 [180009] - Social Science 2[SOCS0047]
180011,Mathematical Analysis Standard semester 2 2016 [180011] - Mathematical Analysis [MATH0038]
180012,Chemistry 2 Standard semester 2 2016 [180012] - Chemistry 2 [CHEM0037]
180017,Foundations Of Uni Study 2 Standard semester 2 2016 [180017] - Foundations Of Uni Study 2 [AUST0062]
180019,Human Biology 2 Standard semester 2 2016 [180019] - Human Biology 2 [ANHB0035]
180030,Architecture of Furniture Standard semester 2 2016 [180030] - Architecture of Furniture [ARCT5589]
180043,Introduction to Family Law Standard semester 2 2016 [180043] - Introduction to Family Law[LAWS3376]
180050,Corporations Law Standard semester 2 2016 [180050] - Corporations Law[LAWS3322]
180061,Qualitative Research Methods in Health Standard semester 2 2016 [180061] - Qualitative Research Methods in Health[PUBH5805]
180068,High Performance Computing Standard semester 2 2016 [180068] - High Performance Computing[CITS3402]
180071,Artificial Intelligence and Adaptive Systems Standard semester 2 2016 [180071] - Artificial Intelligence and Adaptive Systems[CITS4404]
180072,Mobile and Wireless Computing Standard semester 2 2016 [180072] - Mobile and Wireless Computing[CITS4419]
180073,Software Processes Standard semester 2 2016 [180073] - Software Processes[CITS5502]
180074,Cloud Computing Standard semester 2 2016 [180074] - Cloud Computing[CITS5503]
180075,Structural Concrete Standard semester 2 2016 [180075] - Structural Concrete[CIVL4403]
180087,Science Presentations Standard semester 2 2016 [180087] - Science Presentations[SCOM2205]
180088,Science Communication Practicum Standard semester 2 2016 [180088] - Science Communication Practicum[SCOM3318]
180116,Forensic Archaeology - Theory and Method CRAWLEY SEM-2 2016 [180116] - Forensic Archaeology - Theory and Method
180129,French Studies 12 Standard semester 2 2016 [180129] - Specialist French Studies 12[FREN2812]
180135,Control Engineering Standard semester 2 2016 [180135] - Control Engineering[GENG4402]
180136,Numerical Methods and Modelling Standard semester 2 2016 [180136] - Numerical Methods and Modelling[GENG4405]
180138,Petroleum Engineering Standard semester 2 2016 [180138] - Petroleum Engineering[GENG5504]
180139,Project Management and Engineering Practice Standard semester 2 2016 [180139] - Project Management and Engineering Practice[GENG5505]
180140,Robotics Standard semester 2 2016 [180140] - Robotics[GENG5508]
180235,Mechanisms and Machines Standard semester 2 2016 [180235] - Mechanisms and Machines[ENSC3001]
180236,Materials and Manufacturing Standard semester 2 2016 [180236] - Materials and Manufacturing[ENSC3002]
180239,Introduction to Human Resource Management Standard semester 2 2016 [180239] - Introduction to Human Resource Management[HRMT5504]
180240,English Language and Academic Communication I Standard semester 2 2016 [180240] - English Language and Academic Communication I[HUMA1901]
180241,English Language and Academic Communication II Standard semester 2 2016 [180241] - English Language and Academic Communication II[HUMA1902]
180255,Electronic Business Standard semester 2 2016 [180255] - Electronic Business[EBUS5504]
180256,Resource Extraction Technologies Standard semester 2 2016 [180256] - Resource Extraction Technologies[ENSC3011]
180263,Psychological Research and Practice Standard semester 2 2016 [180263] - Psychological Research and Practice [PSYC4413]
180266,Active Leadership 1: Developing Leadership Skills Standard semester 2 2016 [180266] - Active Leadership 1: Developing Leadership Skills[SSEH1104]
180269,Wildlife Conservation and Management Standard semester 2 2016 [180269] - Wildlife Conservation and Management[ANIM3353]
180292,Health Industry Practicum Standard semester 2 2016 [180292] - Health Industry Practicum[HSMD3316]
180330,Consumer Law Standard semester 2 2016 [180330] - Consumer Law[LAWS3370]
180354,Human Growth, Development and Ageing Standard semester 2 2016 [180354] - Nature and Nurture II[PHYL3305]
180355,Language Learning and the Multilingual World Standard semester 2 2016 [180355] - Communication Across Cultures and Languages[LING1901]
180364,Molecular Genetics I Standard semester 2 2016 [180364] - Molecular Genetics I[GENE2230]
180365,Molecular Genetics II Standard semester 2 2016 [180365] - Molecular Genetics II[GENE3340]
180366,Science, Society and Data Analysis Standard semester 2 2016 [180366] - Science, Society and Data Analysis[SCIE1104]
180369,Molecular Biology of the Cell Standard semester 2 2016 [180369] - Molecular Biology of the Cell[SCIE1106]
180370,Morphology: the Structure of Words Standard semester 2 2016 [180370] - Morphology: The Structure of Words[LING3001]
180384,Rural General Practice Part 2 Standard semester 2 2016 [180384] - Rural General Practice Part 2[IMED6632]
180459,Metaphysics: a User's Guide to Time Travel Standard semester 2 2016 [180459] - Metaphysics[PHIL3001]
180460,Strategy, Diplomacy and Conflict Standard semester 2 2016 [180460] - Strategy, Diplomacy and Conflict[POLS2214]
180466,Special Unit: Law and Religion Standard semester 2 2016 [180466] - Special Unit: Law and Religion[LAWS3391]
180472,Economics and Business Statistics Standard semester 2 2016 [180472] - Economics and Business Statistics[STAT1520]
180473,Clinical Biochemistry Standard semester 2 2016 [180473] - Clinical Biochemistry[PATH5121]
180474,Anatomical Pathology Standard semester 2 2016 [180474] - Anatomical Pathology [PATH5131]
180475,Molecular Pathology Standard semester 2 2016 [180475] - Molecular Pathology[PATH5151]
180476,Relational Database Management Systems Standard semester 2 2016 [180476] - Introduction to Databases[CITS1402]
180477,Global Challenges in Engineering Standard semester 2 2016 [180477] - Engineering Challenges in a Global World[ENSC1001]
180478,Discrete Structures Standard semester 2 2016 [180478] - Discrete Structures[CITS2211]
180485,Topics in Linguistic Theory Standard semester 2 2016 [180485] - Topics in Linguistic Theory[LING3006]
180489,Advanced Infectious Diseases Standard semester 2 2016 [180489] - Pathogens[MICR3350]
180503,Knowing Country: The Dreaming and Darwin Standard semester 2 2016 [180503] - Knowing Country: The Dreaming and Darwin[INDG2700]
180515,Psychology of Sport Standard semester 2 2016 [180515] - Psychology of Sport[SSEH3375]
180520,Podiatric Medicine VI Standard semester 2 2016 [180520] - Podiatric Medicine VI[PODI5305]
180526,Elections, Mass Media and Politics Standard semester 2 2016 [180526] - Elections, Mass Media and Politics[POLS3323]
180527,International Political Economy Standard semester 2 2016 [180527] - International Political Economy[POLS2220]
180555,Development Economics Standard semester 2 2016 [180555] - Development Economics[ECON3220]
180556,Advanced International Trade Standard semester 2 2016 [180556] - Advanced International Trade[ECON4450]
180557,Advanced Economic Analysis Standard semester 2 2016 [180557] - Advanced Economic Analysis[ECON4503]
180558,Business Intelligence Standard semester 2 2016 [180558] - Business Intelligence[INMT5526]
180559,Ethics and Sustainability Management Standard semester 2 2016 [180559] - Ethical Dimensions of Organisations, Management and Leadership[MGMT5506]
180560,B.Med.Sc.(Public Health) Sp.Un.Pt 2 Standard semester 2 2016 [180560] - B.Med.Sc.(Public Health) Sp.Un.Pt 2[PUBH7750]
180561,Management and Organisations Standard semester 2 2016 [180561] - Management and Organisations[MGMT5507]
180562,Introduction to Global Business Standard semester 2 2016 [180562] - Introduction to Global Business[MGMT5511]
180564,Chemical Engineering Design Project 2 Standard semester 2 2016 [180564] - Chemical Engineering Design Project 2[CHPR5552]
180567,Comparative Law Standard semester 2 2016 [180567] - Comparative Law[LAWS5167]
180568,Comparative Law Standard semester 2 2016 [180568] - Comparative Law[LAWS6167]
180580,Looking North: The Wild West Standard semester 2 2016 [180580] - Looking North: Wild West[INDG2500]
